Nombre,Habilidades,Resistance vs Bug,Resistance vs Dark,Resistance vs Dragon,Resistance vs Electric,Resistance vs Fairy,Resistance vs Fighting,Resistance vs Fire,Resistance vs Flying,Resistance vs Ghost,Resistance vs Grass,Resistance vs Ground,Resistance vs Ice,Resistance vs Normal,Resistance vs Poison,Resistance vs Psychic,Resistance vs Rock,Resistance vs Steel,Resistance vs Water,Ataque,total_estadisticas,ratio_captura,Defensa,altura,PS,id_pokemon,ataque_especial,defensa_especial,Velocidad,Tipo 1,Tipo 2,peso,generacion,es_legendario
Xerneas,Fairy Aura,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,131,680,45.0,95,3.0,126,716,131,98,99,Fairy,None,215.0,6,1
Yveltal,Dark Aura,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,131,680,45.0,95,5.8,126,717,131,98,99,Dark,Flying,203.0,6,1
Zygarde,"Aura Break, Power Construct",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,708,3.0,121,5.0,216,718,91,95,85,Dragon,Ground,284.6,6,1
Diancie,Clear Body,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,160,700,3.0,110,0.7,50,719,160,110,110,Rock,Fairy,8.8,6,1
Hoopa,Magician,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,160,680,3.0,60,0.0,80,720,170,130,80,Psychic,Ghost,0.0,6,1
Volcanion,Water Absorb,0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,110,600,3.0,120,1.7,80,721,130,90,70,Fire,Water,195.0,6,1
Rowlet,"Overgrow, Long Reach",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,55,320,45.0,55,0.3,68,722,50,50,42,Grass,Flying,1.5,7,0
Dartrix,"Overgrow, Long Reach",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,75,420,45.0,75,0.7,78,723,70,70,52,Grass,Flying,16.0,7,0
Decidueye,"Overgrow, Long Reach",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,107,530,45.0,75,1.6,78,724,100,100,70,Grass,Ghost,36.6,7,0
Litten,"Blaze, Intimidate",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,65,320,45.0,40,0.4,45,725,60,40,70,Fire,None,4.3,7,0
Torracat,"Blaze, Intimidate",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,420,45.0,50,0.7,65,726,80,50,90,Fire,None,25.0,7,0
Incineroar,"Blaze, Intimidate",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,115,530,45.0,90,1.8,95,727,80,90,60,Fire,Dark,83.0,7,0
Popplio,"Torrent, Liquid Voice",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,54,320,45.0,54,0.4,50,728,66,56,40,Water,None,7.5,7,0
Brionne,"Torrent, Liquid Voice",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69,420,45.0,69,0.6,60,729,91,81,50,Water,None,17.5,7,0
Primarina,"Torrent, Liquid Voice",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,74,530,45.0,74,1.8,80,730,126,116,60,Water,Fairy,44.0,7,0
Pikipek,"Keen Eye, Skill Link, Pickup",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,75,265,255.0,30,0.3,35,731,30,30,65,Normal,Flying,1.2,7,0
Trumbeak,"Keen Eye, Skill Link, Pickup",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,355,120.0,50,0.6,55,732,40,50,75,Normal,Flying,14.8,7,0
Toucannon,"Keen Eye, Skill Link, Sheer Force",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,120,485,45.0,75,1.1,80,733,75,75,60,Normal,Flying,26.0,7,0
Yungoos,"Stakeout, Strong Jaw, Adaptability",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,253,255.0,30,0.4,48,734,30,30,45,Normal,None,6.0,7,0
Gumshoos,"Stakeout, Strong Jaw, Adaptability",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,418,127.0,60,0.7,88,735,55,60,45,Normal,None,14.2,7,0
Grubbin,Swarm,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,62,300,255.0,45,0.4,47,736,55,45,46,Bug,None,4.4,7,0
Charjabug,Battery,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,82,400,120.0,95,0.5,57,737,55,75,36,Bug,Electric,10.5,7,0
Vikavolt,Levitate,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,70,500,45.0,90,1.5,77,738,145,75,43,Bug,Electric,45.0,7,0
Crabrawler,"Hyper Cutter, Iron Fist, Anger Point",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,82,338,225.0,57,0.6,47,739,42,47,63,Fighting,None,7.0,7,0
Crabominable,"Hyper Cutter, Iron Fist, Anger Point",0.5,0.5,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0,132,478,60.0,77,1.7,97,740,62,67,43,Fighting,Ice,180.0,7,0
Oricorio,Dancer,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,70,476,45.0,70,0.6,75,741,98,70,93,Fire,Flying,3.4,7,0
Cutiefly,"Honey Gather, Shield Dust, Sweet Veil",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,45,304,190.0,40,0.1,40,742,55,40,84,Bug,Fairy,0.2,7,0
Ribombee,"Honey Gather, Shield Dust, Sweet Veil",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,55,464,75.0,60,0.2,60,743,95,70,124,Bug,Fairy,0.5,7,0
Rockruff,"Keen Eye, Vital Spirit, Steadfast",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,65,280,190.0,40,0.5,45,744,30,40,60,Rock,None,9.2,7,0
Lycanroc,"Keen Eye, Sand Rush, Steadfast, Keen Eye, Vital Spirit, No Guard",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,115,487,90.0,75,0.0,85,745,55,75,82,Rock,None,0.0,7,0
Wishiwashi,Schooling,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,140,620,60.0,130,0.2,45,746,140,135,30,Water,None,0.3,7,0
Mareanie,"Merciless, Limber, Regenerator",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,53,305,190.0,62,0.4,50,747,43,52,45,Poison,Water,8.0,7,0
Toxapex,"Merciless, Limber, Regenerator",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,63,495,75.0,152,0.7,50,748,53,142,35,Poison,Water,14.5,7,0
Mudbray,"Own Tempo, Stamina, Inner Focus",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,385,190.0,70,1.0,70,749,45,55,45,Ground,None,110.0,7,0
Mudsdale,"Own Tempo, Stamina, Inner Focus",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,125,500,60.0,100,2.5,100,750,55,85,35,Ground,None,920.0,7,0
Dewpider,"Water Bubble, Water Absorb",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,40,269,200.0,52,0.3,38,751,40,72,27,Water,Bug,4.0,7,0
Araquanid,"Water Bubble, Water Absorb",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,70,454,100.0,92,1.8,68,752,50,132,42,Water,Bug,82.0,7,0
Fomantis,"Leaf Guard, Contrary",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55,250,190.0,35,0.3,40,753,50,35,35,Grass,None,1.5,7,0
Lurantis,"Leaf Guard, Contrary",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,105,480,75.0,90,0.9,70,754,80,90,45,Grass,None,18.5,7,0
Morelull,"Illuminate, Effect Spore, Rain Dish",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,35,285,190.0,55,0.2,40,755,65,75,15,Grass,Fairy,1.5,7,0
Shiinotic,"Illuminate, Effect Spore, Rain Dish",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,45,405,75.0,80,1.0,60,756,90,100,30,Grass,Fairy,11.5,7,0
Salandit,"Corrosion, Oblivious",0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,44,320,120.0,40,0.6,48,757,71,40,77,Poison,Fire,4.8,7,0
Salazzle,"Corrosion, Oblivious",0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,64,480,45.0,60,1.2,68,758,111,60,117,Poison,Fire,22.2,7,0
Stufful,"Fluffy, Klutz, Cute Charm",0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,75,340,140.0,50,0.5,70,759,45,50,50,Normal,Fighting,6.8,7,0
Bewear,"Fluffy, Klutz, Unnerve",0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,500,70.0,80,2.1,120,760,55,60,60,Normal,Fighting,135.0,7,0
Bounsweet,"Leaf Guard, Oblivious, Sweet Veil",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30,210,235.0,38,0.3,42,761,30,38,32,Grass,None,3.2,7,0
Steenee,"Leaf Guard, Oblivious, Sweet Veil",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,290,120.0,48,0.7,52,762,40,48,62,Grass,None,8.2,7,0
Tsareena,"Leaf Guard, Queenly Majesty, Sweet Veil",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,120,510,45.0,98,1.2,72,763,50,98,72,Grass,None,21.4,7,0
Comfey,"Flower Veil, Triage, Natural Cure",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,52,485,60.0,90,0.1,51,764,82,110,100,Fairy,None,0.3,7,0
Oranguru,"Inner Focus, Telepathy, Symbiosis",2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,60,490,45.0,80,1.5,90,765,90,110,60,Normal,Psychic,76.0,7,0
Passimian,"Receiver, Defiant",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,490,45.0,90,2.0,100,766,40,60,80,Fighting,None,82.8,7,0
Wimpod,Wimp Out,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,35,230,90.0,40,0.5,25,767,20,30,80,Bug,Water,12.0,7,0
Golisopod,Emergency Exit,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,125,530,45.0,140,2.0,75,768,60,90,40,Bug,Water,108.0,7,0
Sandygast,"Water Compaction, Sand Veil",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,55,320,140.0,80,0.5,55,769,70,45,15,Ghost,Ground,70.0,7,0
Palossand,"Water Compaction, Sand Veil",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,75,480,60.0,110,1.3,85,770,100,75,35,Ghost,Ground,250.0,7,0
Pyukumuku,"Innards Out, Unaware",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,410,60.0,130,0.3,55,771,30,130,5,Water,None,1.2,7,0
Type: Null,Battle Armor,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,534,3.0,95,1.9,95,772,95,95,59,Normal,None,120.5,7,0
Silvally,Rks System,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,570,3.0,95,2.3,95,773,95,95,95,Normal,None,100.5,7,0
Minior,Shields Down,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,100,500,30.0,60,0.3,60,774,100,60,120,Rock,Flying,40.0,7,0
Komala,Comatose,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,480,45.0,65,0.4,65,775,75,95,65,Normal,None,19.9,7,0
Turtonator,Shell Armor,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,78,485,70.0,135,2.0,60,776,91,85,36,Fire,Dragon,212.0,7,0
Togedemaru,"Iron Barbs, Lightningrod, Sturdy",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,98,435,180.0,63,0.3,65,777,40,73,96,Electric,Steel,3.3,7,0
Mimikyu,Disguise,0.25,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,90,476,45.0,80,0.2,55,778,50,105,96,Ghost,Fairy,0.7,7,0
Bruxish,"Dazzling, Strong Jaw, Wonder Skin",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,105,475,80.0,70,0.9,68,779,70,70,92,Water,Psychic,19.0,7,0
Drampa,"Berserk, Sap Sipper, Cloud Nine",1.0,1.0,2.0,0.5,2.0,2.0,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,60,485,70.0,85,3.0,78,780,135,91,36,Normal,Dragon,185.0,7,0
Dhelmise,Steelworker,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,131,517,25.0,100,3.9,70,781,86,90,40,Ghost,Grass,210.0,7,0
Jangmo-o,"Bulletproof, Soundproof, Overcoat",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,55,300,45.0,65,0.6,45,782,45,45,45,Dragon,None,29.7,7,0
Hakamo-o,"Bulletproof, Soundproof, Overcoat",0.5,0.5,2.0,0.5,4.0,1.0,0.5,2.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,75,420,45.0,90,1.2,55,783,65,70,65,Dragon,Fighting,47.0,7,0
Kommo-o,"Bulletproof, Soundproof, Overcoat",0.5,0.5,2.0,0.5,4.0,1.0,0.5,2.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,110,600,45.0,125,1.6,75,784,100,105,85,Dragon,Fighting,78.2,7,0
Tapu Koko,"Electric Surge, Telepathy",0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,115,570,3.0,85,1.8,70,785,95,75,130,Electric,Fairy,20.5,7,1
Tapu Lele,"Psychic Surge, Telepathy",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,570,3.0,75,1.2,70,786,130,115,95,Psychic,Fairy,18.6,7,1
Tapu Bulu,"Grassy Surge, Telepathy",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,130,570,3.0,115,1.9,70,787,85,95,75,Grass,Fairy,45.5,7,1
Tapu Fini,"Misty Surge, Telepathy",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,75,570,3.0,115,1.3,70,788,95,130,85,Water,Fairy,21.2,7,1
Cosmog,Unaware,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,29,200,45.0,31,0.2,43,789,29,31,37,Psychic,None,0.1,7,1
Cosmoem,Sturdy,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,29,400,45.0,131,0.1,43,790,29,131,37,Psychic,None,999.9,7,1
Solgaleo,Full Metal Body,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,137,680,45.0,107,3.4,137,791,113,89,97,Psychic,Steel,230.0,7,1
Lunala,Shadow Shield,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,113,680,45.0,89,4.0,137,792,137,107,97,Psychic,Ghost,120.0,7,1
Nihilego,Beast Boost,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,4.0,1.0,0.5,0.25,2.0,1.0,2.0,2.0,53,570,45.0,47,1.2,109,793,127,131,103,Rock,Poison,55.5,7,1
Buzzwole,Beast Boost,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,139,570,25.0,139,2.4,107,794,53,53,79,Bug,Fighting,333.6,7,1
Pheromosa,Beast Boost,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,137,570,255.0,37,1.8,71,795,137,37,151,Bug,Fighting,25.0,7,1
Xurkitree,Beast Boost,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,89,570,30.0,71,3.8,83,796,173,71,83,Electric,None,100.0,7,1
Celesteela,Beast Boost,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,101,570,25.0,103,9.2,97,797,107,101,61,Steel,Flying,999.9,7,1
Kartana,Beast Boost,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,181,570,255.0,131,0.3,59,798,59,31,109,Grass,Steel,0.1,7,1
Guzzlord,Beast Boost,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,101,570,15.0,53,5.5,223,799,97,53,43,Dark,Dragon,888.0,7,1
Necrozma,Prism Armor,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,107,600,3.0,101,2.4,97,800,127,89,79,Psychic,None,230.0,7,1
Magearna,Soul-Heart,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,95,600,3.0,115,1.0,80,801,130,115,65,Steel,Fairy,80.5,7,1
