Nombre,Habilidades,Resistencia vs Insecto,Resistencia vs Siniestro,Resistencia vs Dragón,Resistencia vs Electrico,Resistencia vs Hada,Resistencia vs Lucha,Resistencia vs Fuego,Resistencia vs Volador,Resistencia vs Fantasma,Resistencia vs Planta,Resistencia vs Tierra,Resistencia vs Hielo,Resistencia vs Normal,Resistencia vs Veneno,Resistencia vs Psiquico,Resistencia vs Roca,Resistencia vs Acero,Resistencia vs Agua,Ataque,Pasos Eclosión,Felicidad Base,Total Estadísticas,Ratio de Captura,Categoría,Defensa,Crecimiento Experiencia,Altura (m),PS,Porcentaje Macho,Número Pokedex,Ataque Especial,Defensa Especial,Velocidad,Tipo 1,Tipo 2,Peso (kg),Generación,Es Legendario
Heatmor,"Gluttony, Flash Fire, White Smoke",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,97,5120,70,484,90,Anteater,66,1000000,1.4,85,50.0,631,105,66,65,Fuego,,58.0,5,0
Durant,"Enjambre, Hustle, Truant",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,109,5120,70,484,90,Iron Ant,112,1000000,0.3,58,50.0,632,48,48,109,Bicho,Acero,33.0,5,0
Deino,Hustle,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,65,10240,35,300,45,Irate,50,1250000,0.8,52,50.0,633,45,50,38,Siniestro,Dragón,17.3,5,0
Zweilous,Hustle,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,85,10240,35,420,45,Hostile,70,1250000,1.4,72,50.0,634,65,70,58,Siniestro,Dragón,50.0,5,0
Hydreigon,Levitación,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,105,10240,35,600,45,Brutal,90,1250000,1.8,92,50.0,635,125,90,98,Siniestro,Dragón,160.0,5,0
Larvesta,"Flame Body, Enjambre",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,85,10240,70,360,45,Torch,55,1250000,1.1,55,50.0,636,50,55,60,Bicho,Fuego,28.8,5,0
Volcarona,"Flame Body, Enjambre",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,60,10240,70,550,15,Sun,65,1250000,1.6,85,50.0,637,135,105,100,Bicho,Fuego,46.0,5,0
Cobalion,Justified,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,90,20480,35,580,3,Iron Will,129,1250000,2.1,91,,638,90,72,108,Acero,Lucha,250.0,5,1
Terrakion,Justified,0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,129,20480,35,580,3,Cavern,90,1250000,1.9,91,,639,72,90,108,Roca,Lucha,260.0,5,1
Virizion,Justified,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,90,20480,35,580,3,Grassland,72,1250000,2.0,91,,640,90,129,108,Planta,Lucha,200.0,5,1
Tornadus,"Prankster, Defiant, Regenerator",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,100,30720,90,580,3,Cyclone,80,1250000,1.5,79,100.0,641,110,90,121,Volador,,63.0,5,1
Thundurus,"Prankster, Defiant, Volt Absorb",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,105,30720,90,580,3,Bolt Strike,70,1250000,1.5,79,100.0,642,145,80,101,Eléctrico,Volador,61.0,5,1
Reshiram,Turboblaze,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,120,30720,0,680,3,Vast White,100,1250000,3.2,100,,643,150,120,90,Dragón,Fuego,330.0,5,1
Zekrom,Teravolt,1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,150,30720,0,680,3,Deep Black,120,1250000,2.9,100,,644,120,100,90,Dragón,Eléctrico,345.0,5,1
Landorus,"Sand Force, Sheer Force, Intimidación",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,145,30720,90,600,3,Abundance,90,1250000,1.5,89,100.0,645,105,80,91,Tierra,Volador,68.0,5,1
Kyurem,"Presión, Teravolt, Turboblaze",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,120,30720,0,700,3,Boundary,90,1250000,3.0,125,,646,170,100,95,Dragón,Hielo,325.0,5,1
Keldeo,Justified,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,72,20480,35,580,3,Colt,90,1250000,1.4,91,,647,129,90,108,Agua,Lucha,48.5,5,1
Meloetta,Serene Grace,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,128,30720,100,600,3,Melody,90,1250000,0.6,100,,648,77,77,128,Normal,Psíquico,6.5,5,1
Genesect,Download,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,120,30720,0,600,3,Paleozoic,95,1250000,1.5,71,,649,120,95,99,Bicho,Acero,82.5,5,1
Chespin,"Espesura, Bulletproof",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,61,5120,70,313,45,Spiky Nut,65,1059860,0.4,56,88.1,650,48,45,38,Planta,,9.0,6,0
Quilladin,"Espesura, Bulletproof",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,78,5120,70,405,45,Spiny Armor,95,1059860,0.7,61,88.1,651,56,58,57,Planta,,29.0,6,0
Chesnaught,"Espesura, Bulletproof",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,107,5120,70,530,45,Spiny Armor,122,1059860,1.6,88,88.1,652,74,75,64,Planta,Lucha,90.0,6,0
Fennekin,"Mar Llamas, Magician",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,45,5120,70,307,45,Zorro,40,1059860,0.4,40,88.1,653,62,60,60,Fuego,,9.4,6,0
Braixen,"Mar Llamas, Magician",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,59,5120,70,409,45,Zorro,58,1059860,1.0,59,88.1,654,90,70,73,Fuego,,14.5,6,0
Delphox,"Mar Llamas, Magician",1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,69,5120,70,534,45,Zorro,72,1059860,1.5,75,88.1,655,114,100,104,Fuego,Psíquico,39.0,6,0
Froakie,"Torrente, Protean",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,56,5120,70,314,45,Bubble Frog,40,1059860,0.3,41,88.1,656,62,44,71,Agua,,7.0,6,0
Frogadier,"Torrente, Protean",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,63,5120,70,405,45,Bubble Frog,52,1059860,0.6,54,88.1,657,83,56,97,Agua,,10.9,6,0
Greninja,"Torrente, Protean, Battle Bond",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,145,5120,70,640,45,Ninja,67,1059860,1.5,72,88.1,658,153,71,132,Agua,Siniestro,40.0,6,0
Bunnelby,"Pickup, Cheek Pouch, Huge Power",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36,3840,70,237,255,Digging,38,1000000,0.4,38,50.0,659,32,36,57,Normal,,5.0,6,0
Diggersby,"Pickup, Cheek Pouch, Huge Power",1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,56,3840,70,423,127,Digging,77,1000000,1.0,85,50.0,660,50,77,78,Normal,Tierra,42.4,6,0
Fletchling,"Big Pecks, Gale Wings",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50,3840,70,278,255,Tiny Robin,43,1059860,0.3,45,50.0,661,40,38,62,Normal,Volador,1.7,6,0
Fletchinder,"Flame Body, Gale Wings",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,73,3840,70,382,120,Ember,55,1059860,0.7,62,50.0,662,56,52,84,Fuego,Volador,16.0,6,0
Talonflame,"Flame Body, Gale Wings",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,81,3840,70,499,45,Scorching,71,1059860,1.2,78,50.0,663,74,69,126,Fuego,Volador,24.5,6,0
Scatterbug,"Polvo Escudo, Ojo Compuesto, Friend Guard",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,200,255,Scatterdust,40,1000000,0.3,38,50.0,664,27,25,35,Bicho,,2.5,6,0
Spewpa,"Mudar, Friend Guard",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,22,3840,70,213,120,Scatterdust,60,1000000,0.3,45,50.0,665,27,30,29,Bicho,,8.4,6,0
Vivillon,"Polvo Escudo, Ojo Compuesto, Friend Guard",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,52,3840,70,411,45,Scale,50,1000000,1.2,80,50.0,666,90,50,89,Bicho,Volador,17.0,6,0
Litleo,"Rivalry, Unnerve, Moxie",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,50,5120,70,369,220,Lion Cub,58,1059860,0.6,62,11.2,667,73,54,72,Fuego,Normal,13.5,6,0
Pyroar,"Rivalry, Unnerve, Moxie",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,68,5120,70,507,65,Royal,72,1059860,1.5,86,11.2,668,109,66,106,Fuego,Normal,81.5,6,0
Flabébé,"Flower Veil, Symbiosis",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,38,5120,70,303,225,Single Bloom,39,1000000,0.1,44,0.0,669,61,79,42,Hada,,0.1,6,0
Floette,"Flower Veil, Symbiosis",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,5120,70,551,120,Hada,67,1000000,0.2,74,0.0,670,125,128,92,Hada,,0.9,6,0
Florges,"Flower Veil, Symbiosis",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,5120,70,552,45,Garden,68,1000000,1.1,78,0.0,671,112,154,75,Hada,,10.0,6,0
Skiddo,"Sap Sipper, Grass Pelt",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,5120,70,350,200,Mount,48,1000000,0.9,66,50.0,672,62,57,52,Planta,,31.0,6,0
Gogoat,"Sap Sipper, Grass Pelt",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,5120,70,531,45,Mount,62,1000000,1.7,123,50.0,673,97,81,68,Planta,,91.0,6,0
Pancham,"Iron Fist, Mold Breaker, Scrappy",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,82,6400,70,348,220,Playful,62,1000000,0.6,67,50.0,674,46,48,43,Lucha,,8.0,6,0
Pangoro,"Iron Fist, Mold Breaker, Scrappy",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,124,6400,70,495,65,Daunting,78,1000000,2.1,95,50.0,675,69,71,58,Lucha,Siniestro,136.0,6,0
Furfrou,Fur Coat,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,472,160,Poodle,60,1000000,1.2,75,50.0,676,65,90,102,Normal,,28.0,6,0
Espurr,"Vista Lince, Infiltrator, Ritmo Propio",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,70,355,190,Restraint,54,1000000,0.3,62,50.0,677,63,60,68,Psíquico,,3.5,6,0
Meowstic,"Vista Lince, Infiltrator, Prankster, Competitive",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,70,466,75,Constraint,76,1000000,0.6,74,50.0,678,83,81,104,Psíquico,,8.5,6,0
Honedge,No Guard,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,80,5120,70,325,180,Sword,100,1000000,0.8,45,50.0,679,35,37,28,Acero,Fantasma,2.0,6,0
Doublade,No Guard,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,110,5120,70,448,90,Sword,150,1000000,0.8,59,50.0,680,45,49,35,Acero,Fantasma,4.5,6,0
Aegislash,Stance Change,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,150,5120,70,520,45,Royal Sword,50,1000000,1.7,60,50.0,681,150,50,60,Acero,Fantasma,53.0,6,0
Spritzee,"Healer, Aroma Veil",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,52,5120,70,341,200,Perfume,60,1000000,0.2,78,50.0,682,63,65,23,Hada,,0.5,6,0
Aromatisse,"Healer, Aroma Veil",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,72,5120,70,462,140,Fragrance,72,1000000,0.8,101,50.0,683,99,89,29,Hada,,15.5,6,0
Swirlix,"Sweet Veil, Unburden",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,48,5120,70,341,200,Cotton Candy,66,1000000,0.4,62,50.0,684,59,57,49,Hada,,3.5,6,0
Slurpuff,"Sweet Veil, Unburden",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,5120,70,480,140,Meringue,86,1000000,0.8,82,50.0,685,85,75,72,Hada,,5.0,6,0
Inkay,"Contrary, Suction Cups, Infiltrator",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,54,5120,70,288,190,Revolving,53,1000000,0.4,53,50.0,686,37,46,45,Siniestro,Psíquico,3.5,6,0
Malamar,"Contrary, Suction Cups, Infiltrator",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,92,5120,70,482,80,Overturning,88,1000000,1.5,86,50.0,687,68,75,73,Siniestro,Psíquico,47.0,6,0
Binacle,"Tough Claws, Sniper, Pickpocket",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,52,5120,70,306,120,Two-Handed,67,1000000,0.5,42,50.0,688,39,56,50,Roca,Agua,31.0,6,0
Barbaracle,"Tough Claws, Sniper, Pickpocket",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,105,5120,70,500,45,Collective,115,1000000,1.3,72,50.0,689,54,86,68,Roca,Agua,96.0,6,0
Skrelp,"Poison Point, Poison Touch, Adaptability",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,60,5120,70,320,225,Mock Kelp,60,1000000,0.5,50,50.0,690,60,60,30,Veneno,Agua,7.3,6,0
Dragalge,"Poison Point, Poison Touch, Adaptability",0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,75,5120,70,494,55,Mock Kelp,90,1000000,1.8,65,50.0,691,97,123,44,Veneno,Dragón,81.5,6,0
Clauncher,Mega Launcher,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53,3840,70,330,225,Water Gun,62,1250000,0.5,50,50.0,692,58,63,44,Agua,,8.3,6,0
Clawitzer,Mega Launcher,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,73,3840,70,500,55,Howitzer,88,1250000,1.3,71,50.0,693,120,89,59,Agua,,35.3,6,0
Helioptile,"Dry Skin, Sand Veil, Poder Solar",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,38,5120,70,289,190,Generator,33,1000000,0.5,44,50.0,694,61,43,70,Eléctrico,Normal,6.0,6,0
Heliolisk,"Dry Skin, Sand Veil, Poder Solar",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,5120,70,481,75,Generator,52,1000000,1.0,62,50.0,695,109,94,109,Eléctrico,Normal,21.0,6,0
Tyrunt,"Strong Jaw, Firmeza",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,89,7680,70,362,45,Royal Heir,77,1000000,0.8,58,88.1,696,45,45,48,Roca,Dragón,26.0,6,0
Tyrantrum,"Strong Jaw, Rock Head",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,121,7680,70,521,45,Despot,119,1000000,2.5,82,88.1,697,69,59,71,Roca,Dragón,270.0,6,0
Amaura,"Refrigerate, Snow Warning",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,59,7680,70,362,45,Tundra,50,1000000,1.3,77,88.1,698,67,63,46,Roca,Hielo,25.2,6,0
Aurorus,"Refrigerate, Snow Warning",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,77,7680,70,521,45,Tundra,72,1000000,2.7,123,88.1,699,99,92,58,Roca,Hielo,225.0,6,0
Sylveon,"Cute Charm, Pixilate",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,8960,70,525,45,Intertwining,65,1000000,1.0,95,88.1,700,110,130,60,Hada,,23.5,6,0
Hawlucha,"Flexibilidad, Unburden, Mold Breaker",0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,92,5120,70,500,100,Wrestling,75,1000000,0.8,78,50.0,701,74,63,118,Lucha,Volador,21.5,6,0
Dedenne,"Cheek Pouch, Pickup, Plus",0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,58,5120,70,431,180,Antenna,57,1000000,0.2,67,50.0,702,81,67,101,Eléctrico,Hada,2.2,6,0
Carbink,"Clear Body, Firmeza",0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,50,6400,70,500,60,Jewel,150,1250000,0.3,50,,703,50,150,50,Roca,Hada,5.7,6,0
Goomy,"Sap Sipper, Hydration, Gooey",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,50,10240,35,300,45,Soft Tissue,35,1250000,0.3,45,50.0,704,55,75,40,Dragón,,2.8,6,0
Sliggoo,"Sap Sipper, Hydration, Gooey",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,75,10240,35,452,45,Soft Tissue,53,1250000,0.8,68,50.0,705,83,113,60,Dragón,,17.5,6,0
Goodra,"Sap Sipper, Hydration, Gooey",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,100,10240,35,600,45,Dragon,70,1250000,2.0,90,50.0,706,110,150,80,Dragón,,150.5,6,0
Klefki,"Prankster, Magician",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,80,5120,70,470,75,Key Ring,91,800000,0.2,57,50.0,707,80,87,75,Acero,Hada,3.0,6,0
Phantump,"Cura Natural, Frisk, Harvest",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,70,5120,70,309,120,Stump,48,1000000,0.4,43,50.0,708,50,60,38,Fantasma,Planta,7.0,6,0
Trevenant,"Cura Natural, Frisk, Harvest",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,110,5120,70,474,60,Elder Tree,76,1000000,1.5,85,50.0,709,65,82,56,Fantasma,Planta,71.0,6,0
Pumpkaboo,"Pickup, Frisk, Insomnia",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,66,5120,70,335,120,Pumpkin,70,1000000,0.8,59,50.0,710,44,55,41,Fantasma,Planta,15.0,6,0
Gourgeist,"Pickup, Frisk, Insomnia",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,100,5120,70,494,60,Pumpkin,122,1000000,1.7,85,50.0,711,58,75,54,Fantasma,Planta,39.0,6,0
Bergmite,"Ritmo Propio, Ice Body, Firmeza",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,69,5120,70,304,190,Ice Chunk,85,1000000,1.0,55,50.0,712,32,35,28,Hielo,,99.5,6,0
Avalugg,"Ritmo Propio, Ice Body, Firmeza",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,117,5120,70,514,55,Iceberg,184,1000000,2.0,95,50.0,713,44,46,28,Hielo,,505.0,6,0
Noibat,"Frisk, Infiltrator, Telepathy",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,30,5120,70,245,190,Sound Wave,35,1000000,0.5,40,50.0,714,45,40,55,Volador,Dragón,8.0,6,0
Noivern,"Frisk, Infiltrator, Telepathy",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,70,5120,70,535,45,Sound Wave,80,1000000,1.5,85,50.0,715,97,80,123,Volador,Dragón,85.0,6,0
Xerneas,Fairy Aura,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,131,30720,0,680,45,Life,95,1250000,3.0,126,,716,131,98,99,Hada,,215.0,6,1
Yveltal,Dark Aura,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,131,30720,0,680,45,Destruction,95,1250000,5.8,126,,717,131,98,99,Siniestro,Volador,203.0,6,1
Zygarde,"Aura Break, Power Construct",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,30720,0,708,3,Order,121,1250000,5.0,216,,718,91,95,85,Dragón,Tierra,284.6,6,1
Diancie,Clear Body,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,160,6400,70,700,3,Jewel,110,1250000,0.7,50,,719,160,110,110,Roca,Hada,8.8,6,1
Hoopa,Magician,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,160,30720,100,680,3,Mischief (Confined)Djinnn (Unbound),60,1250000,,80,,720,170,130,80,Psíquico,Fantasma,,6,1
Volcanion,Water Absorb,0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,110,30720,100,600,3,Steam,120,1250000,1.7,80,,721,130,90,70,Fuego,Agua,195.0,6,1
